,Genotype,Soil_type.x,Block,Clade,Soil_inoculation,Sample_ID,Iteration,Submission_ID,Selection.x,Plate.Positon,Plate,Belowground,Tuber_Mass,Aboveground,Total,Biomass_NonTuber,DNA.Extract,Plate_DNA,Slot_DNA,DNA_conc,i5_adaptor_16S,i7_adaptor_16S,Notes,combo_line,Soil_type.y,Selection.y,avg,n,se,Response,Type_Response
572,Snowden,Winterfell,S2,M,S2_4,S2_10,4,S2_10_4,N,tube,NA,0.06,18.87,2.5,21.43,2.56,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,31.63,4,2.640773245,-12.76,Negative
644,Wac 663,Sterile,WA1,A,Sterile,WA1_5,5,WA1_5_5,S,H5,1,0.18,7.38,2.4,9.96,2.58,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,6.21,4,0.909789353,1.17,Positive
526,Papa Cacho,Hancock,PC1,C,PC1_8,PC1_8,4,PC1_8_4,P,A8,2,0.04,26.89,2.55,29.48,2.59,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,25.55,3,4.01661964,1.34,Positive
715,Ranger,Sterile,R1,M,Sterile,R1_8,5,R1_8_5,S,Tube,NA,0.27,28.33,2.32,30.92,2.59,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,36.9475,4,3.315504926,-8.6175,Negative
90,Burbank,Hancock,B1,M,B1_6,B1_8,2,B1_8_2,P,A8,1,0.3,46.88,2.3,49.48,2.6,,NA,NA,NA,NA,NA,,Burbank_Sterile_S,Sterile,S,45.935,4,7.415675402,0.945,Positive
153,Norkodah,Winterfell,N2,M,R2_4,R2_1,2,R2_1_2,P,E1,1,0.1,55.84,2.51,58.45,2.61,,NA,NA,NA,NA,NA,,Norkodah_Sterile_S,Sterile,S,45.305,4,2.727460663,10.535,Positive
148,Norkodah,Winterfell,N2,M,R2_3,R2_10,2,R2_10_2,N,E10,1,0.22,48.75,2.39,51.36,2.61,,NA,NA,NA,NA,NA,,Norkodah_Sterile_S,Sterile,S,45.305,4,2.727460663,3.445,Positive
348,Ranger,Hancock,R1,M,R1_3,R1_8,3,R1_8_3,N,H8,1,0.59,0.84,2.03,3.46,2.62,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,0.33,2,0.33,0.51,Positive
552,Wac 663,Winterfell,WA2,A,WA2_3,WA2_8,4,WA2_8_4,N,B8,2,0.04,0,2.58,2.62,2.62,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,3.89,4,1.339981343,-3.89,Negative
394,Wac 5,Winterfell,W2,A,W2_10,W2_10,3,W2_10_3,N,A10,2,0.38,3.01,2.24,5.63,2.62,,NA,NA,NA,NA,NA,NO TUBER,Wac 5_Sterile_S,Sterile,S,11.66,2,5.52,-8.65,Negative
157,Snowden,Winterfell,S2,M,S2_1,S2_2,2,S2_2_2,N,F2,1,1.22,29.37,1.42,32.01,2.64,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,41.3225,4,8.267697558,-11.9525,Negative
544,Wac 5,Winterfell,W2,A,W2_7,W2_3,4,W2_3_4,P,E3,2,0.58,0,2.06,2.64,2.64,,NA,NA,NA,NA,NA,,Wac 5_Sterile_S,Sterile,S,1.52,2,1.35,-1.52,Negative
