Genotype,Soil_type,Block,Clade,Soil_inoculation,Sample_ID,Iteration,Selection,Plate Positon,Plate,Belowground,Tuber_Mass,Aboveground,Total,DNA Extract,Plate_DNA,Slot_DNA,DNA_conc,i5_adaptor_16S,i7_adaptor_16S,Notes
Snowden,Hancock,S1,M,S1_3,S1_6,2,P,G6,2,0.86,51.99,1.28,54.13,,,,,,,
Snowden,Hancock,S1,M,S1_3,S1_8,2,P,G8,2,0.4,43.35,1.55,45.3,,,,,,,
Snowden,Hancock,S1,M,S1_4,S1_10,2,N,G10,2,1.77,46.32,3.5,51.59,,,,,,,
Snowden,Hancock,S1,M,S1_4,S1_2,2,N,G2,2,0.52,61.32,2.32,64.16,,,,,,,
Snowden,Hancock,S1,M,S1_4,S1_7,2,N,G7,2,0.37,60.41,1.65,62.43,,,,,,,
Snowden,Hancock,S1,M,S1_4,S1_9,2,N,G9,2,1.46,54.6,1.82,57.88,,,,,,,
Snowden,Winterfell,S2,M,S2_1,S2_2,2,N,F2,1,1.22,29.37,1.42,32.01,,,,,,,
Snowden,Winterfell,S2,M,S2_1,S2_3,2,N,F3,1,2.78,37.51,3.32,43.61,,,,,,,
Snowden,Winterfell,S2,M,S2_1,S2_7,2,N,F7,1,0.49,39.18,1.76,41.43,,,,,,,
Snowden,Winterfell,S2,M,S2_1,S2_8,2,N,F8,1,0.55,36.26,3.19,40,,,,,,,
Snowden,Winterfell,S2,M,S2_5,S2_1,2,P,F1,1,0.85,34.88,2.11,37.84,,,,,,,
Snowden,Winterfell,S2,M,S2_5,S2_10,2,P,F10,1,0.44,25.99,3.33,29.76,,,,,,,
Snowden,Winterfell,S2,M,S2_5,S2_5,2,P,F5,1,0.52,13.03,4.73,18.28,,,,,,,
Snowden,Winterfell,S2,M,S2_5,S2_9,2,P,F9,1,0.2,24.76,2.45,27.41,,,,,,,
Wac 5,Sterile,W1,A,none,W1_10,2,S,D10,1,0.79,9.94,3.6,14.33,,,,,,,
Wac 5,Sterile,W1,A,none,W1_3,2,S,D3,1,1.75,17.55,5.2,24.5,,,,,,,
Wac 5,Sterile,W2,A,none,W2_5,2,S,E5,1,2.08,46.88,3.89,52.85,,,,,,,
Wac 5,Sterile,W2,A,none,W2_9,2,S,E9,1,1.14,42.21,1.98,45.33,,,,,,,
Wac 5,Hancock,W1,A,W1_2,W1_1,2,N,D1,1,5.88,14.7,6.96,27.54,,,,,,,
Wac 5,Hancock,W1,A,W1_2,W1_4,2,N,D4,1,1.41,19.23,5.17,25.81,,,,,,,
Wac 5,Hancock,W1,A,W1_2,W1_7,2,N,D7,1,0.81,7.6,5.56,13.97,,,,,,,
Wac 5,Hancock,W1,A,W1_2,W1_8,2,N,D8,1,1.68,1.01,5.24,7.93,,,,,,,
Wac 5,Hancock,W1,A,W1_4,W1_5,2,P,D5,1,1.41,12.69,4.71,18.81,,,,,,,
Wac 5,Hancock,W1,A,W1_4,W1_6,2,P,D6,1,0.82,9.39,4.95,15.16,,,,,,,
Wac 5,Hancock,W1,A,W1_4,W1_9,2,P,D9,1,2.4,11.23,5.3,18.93,,,,,,,
Wac 5,Hancock,W1,A,W1_4,W1_2,2,P,NA,NA,NA,NA,NA,NA,,,,,,,
Wac 5,Winterfell,W2,A,W2_5,W2_2,2,P,E2,1,3.52,2.47,8.8,14.79,,,,,,,
Wac 5,Winterfell,W2,A,W2_5,W2_6,2,P,E6,1,3.18,28.04,4.44,35.66,,,,,,,
Wac 5,Winterfell,W2,A,W2_5,W2_7,2,P,E7,1,1.05,36.7,2.45,40.2,,,,,,,
Wac 5,Winterfell,W2,A,W2_5,W2_8,2,P,E8,1,0.94,25.74,3.63,30.31,,,,,,,
Wac 5,Winterfell,W2,A,W2_6,W2_10,2,N,E10,1,2.25,35.68,2.81,40.74,,,,,,,
Wac 5,Winterfell,W2,A,W2_6,W2_3,2,N,E3,1,2.28,43.88,4.5,50.66,,,,,,,
Wac 5,Winterfell,W2,A,W2_6,W2_4,2,N,E4,1,5.78,43.49,4.11,53.38,,,,,,,
Wac 5,Winterfell,W2,A,W2_6,W2_1,2,N,NA,NA,NA,NA,NA,NA,,,,,,,
Wac 663,Sterile,WA2,A,none,WA2_4,2,S,F4,2,0.83,19.86,3.6,24.29,,,,,,,
Wac 663,Sterile,WA2,A,none,WA2_6,2,S,F6,2,1.47,25.79,2.75,30.01,,,,,,,
Wac 663,Sterile,WA1,A,none,WA1_5,2,S,H5,2,0.34,14.96,1.63,16.93,,,,,,,
Wac 663,Sterile,WA1,A,none,WA1_6,2,S,H6,2,0.39,15.87,1.96,18.22,,,,,,,
Wac 663,Hancock,WA1,A,WA1_2,WA1_1,2,N,H1,2,0.75,24.31,3.04,28.1,,,,,,,
Wac 663,Hancock,WA1,A,WA1_2,WA1_2,2,N,H2,2,0.73,24.44,3.62,28.79,,,,,,,
Wac 663,Hancock,WA1,A,WA1_2,WA1_4,2,N,H4,2,0.63,26.81,2.78,30.22,,,,,,,
Wac 663,Hancock,WA1,A,WA1_2,WA1_9,2,N,H9,2,0.93,26.73,2.95,30.61,,,,,,,
Wac 663,Hancock,WA1,A,WA1_6,WA1_10,2,P,H10,2,1.54,30.48,2.96,34.98,,,,,,,
Wac 663,Hancock,WA1,A,WA1_6,WA1_3,2,P,H3,2,1.64,27.49,2.97,32.1,,,,,,,
Wac 663,Hancock,WA1,A,WA1_6,WA1_7,2,P,H7,2,0.51,26.37,1.9,28.78,,,,,,,
Wac 663,Hancock,WA1,A,WA1_6,WA1_8,2,P,H8,2,1.04,26.59,3.15,30.78,,,,,,,
Wac 663,Winterfell,WA2,A,WA2_2,WA2_10,2,P,F10,2,0.73,23.97,2.75,27.45,,,,,,,
Wac 663,Winterfell,WA2,A,WA2_2,WA2_2,2,P,F2,2,2.8,18.72,2.65,24.17,,,,,,,
Wac 663,Winterfell,WA2,A,WA2_2,WA2_7,2,P,F7,2,1.02,14.74,2.88,18.64,,,,,,,
Wac 663,Winterfell,WA2,A,WA2_2,WA2_9,2,P,F9,2,1.4,15.79,3.66,20.85,,,,,,,
Wac 663,Winterfell,WA2,A,WA2_4,WA2_1,2,N,F1,2,4.8,14.99,3.15,22.94,,,,,,,
