"","Genotype","Soil_type.x","Block","Clade.x","Soil_inoculation","Sample_ID","Iteration","rep","Selection.x","Plate.Positon","Plate","Belowground","Tuber_Mass","Aboveground","Total","DNA.Extract","Plate_DNA","Slot_DNA","DNA_conc","i5_adaptor_16S","i7_adaptor_16S","Notes","Clade.y","Soil_type.y","Selection.y","avg","n","se","Response"
"1","Burbank","Hancock","B1","M","Hancock","B1_1",1,"","none","E2",1,"4.66",10.64,14.01,29.31,"Y",NA,NA,NA,NA,NA,"","M","Sterile","none",43.95,2,14.98,-33.31
"2","Burbank","Hancock","B1","M","Hancock","B1_4",1,"","none","E3",1,"5.49",49.7,14.89,70.08,"Y",NA,NA,NA,NA,NA,"","M","Sterile","none",43.95,2,14.98,5.75
"3","Burbank","Hancock","B1","M","Hancock","B1_5",1,"","none","D11",1,"6.69",57.47,12.05,76.21,"Y",NA,NA,NA,NA,NA,"","M","Sterile","none",43.95,2,14.98,13.52
"4","Burbank","Hancock","B1","M","Hancock","B1_6",1,"","none","D11",1,"5.99",73.5,13.33,92.82,"Y",NA,NA,NA,NA,NA,"","M","Sterile","none",43.95,2,14.98,29.55
"5","Burbank","Sterile","B1","M","Sterile","B1_2",1,"","none","1",1,"",28.97,NA,28.97,"Y",NA,NA,NA,NA,NA,"","M","Sterile","none",43.95,2,14.98,-14.98
"6","Burbank","Sterile","B2","M","Sterile","B2_2",1,"","none","E7",1,"3.03",58.93,12.38,74.34,"Y",NA,NA,NA,NA,NA,"","M","Sterile","none",43.95,2,14.98,14.98
"7","Burbank","Winterfell","B2","M","Winterfell","B2_1",1,"","none","E6",1,"4.01",37.11,14.68,55.8,"Y",NA,NA,NA,NA,NA,"NO PLANT","M","Sterile","none",43.95,2,14.98,-6.84
"8","Burbank","Winterfell","B2","M","Winterfell","B2_3",1,"","none","D12",1,"3.61",103.32,14.09,121.02,"Y",NA,NA,NA,NA,NA,"","M","Sterile","none",43.95,2,14.98,59.37
"9","Burbank","Winterfell","B2","M","Winterfell","B2_5",1,"","none","",1,"2",61.05,10.56,73.61,"",NA,NA,NA,NA,NA,"","M","Sterile","none",43.95,2,14.98,17.1
"10","Burbank","Winterfell","B2","M","Winterfell","B2_6",1,"","none","E5",1,"",45.93,14.95,60.88,"Y",NA,NA,NA,NA,NA,"","M","Sterile","none",43.95,2,14.98,1.98
"11","Cor.C 95","Hancock","CC1","C","Hancock","CC1_1",1,"","none","G2",1,"3.83",0,10.5,14.33,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",0,4,0,0
"12","Cor.C 95","Hancock","CC1","C","Hancock","CC1_2",1,"","none","E11",1,"2.27",0,15.01,17.28,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",0,4,0,0
"13","Cor.C 95","Hancock","CC1","C","Hancock","CC1_4",1,"","none","F12",1,"5.77",0,23.82,29.59,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",0,4,0,0
"14","Cor.C 95","Hancock","CC1","C","Hancock","CC1_6",1,"","none","F8",1,"3.47",0,16.5,19.97,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",0,4,0,0
"15","Cor.C 95","Sterile","CC1","C","Sterile","CC1_3",1,"","none","F1",1,"4.35",0,22.54,26.89,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",0,4,0,0
"16","Cor.C 95","Sterile","CC1","C","Sterile","CC1_5",1,"","none","F11",1,"4.59",0,22.12,26.71,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",0,4,0,0
"17","Cor.C 95","Sterile","CC2","C","Sterile","CC2_1",1,"","none","F4",1,"3.98",0,20.04,24.02,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",0,4,0,0
"18","Cor.C 95","Sterile","CC2","C","Sterile","CC2_5",1,"","none","E12",1,"3.27",0,20.72,23.99,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",0,4,0,0
"19","Cor.C 95","Winterfell","CC2","C","Winterfell","CC2_2",1,"","none","F5",1,"3.21",0,17.55,20.76,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",0,4,0,0
"20","Cor.C 95","Winterfell","CC2","C","Winterfell","CC2_3",1,"","none","F7",1,"3.53",0,20.89,24.42,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",0,4,0,0
"21","Cor.C 95","Winterfell","CC2","C","Winterfell","CC2_4",1,"","none","F2",1,"2.77",0,14.56,17.33,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",0,4,0,0
"22","Cor.C 95","Winterfell","CC2","C","Winterfell","CC2_6",1,"","none","F3",1,"4.77",0,16,20.77,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",0,4,0,0
"23","G.Chili","Hancock","GC1","C","Hancock","GC1_3",1,"","none","A6",1,"2.59",50.65,13.2,66.44,"Y",NA,NA,NA,NA,NA,"NO TUBER","C","Sterile","none",34.7,3,19.5992482849045,15.95
"24","G.Chili","Hancock","GC1","C","Hancock","GC1_4",1,"","none","A7",1,"3.19",10.81,17.49,31.49,"Y",NA,NA,NA,NA,NA,"NO TUBER","C","Sterile","none",34.7,3,19.5992482849045,-23.89
"25","G.Chili","Hancock","GC1","C","Hancock","GC1_6",1,"","none","B1",1,"3.1",34.53,13.87,51.5,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",34.7,3,19.5992482849045,-0.170000000000002
"26","G.Chili","Sterile","GC1","C","Sterile","GC1_1",1,"","none","A9",1,"3.03",0,13.71,16.74,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",34.7,3,19.5992482849045,-34.7
"27","G.Chili","Sterile","GC1","C","Sterile","GC1_2",1,"","none","A8",1,"2.8",36.26,12.33,51.39,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",34.7,3,19.5992482849045,1.56
"28","G.Chili","Sterile","GC2","C","Sterile","GC2_6",1,"","none","C10",1,"1.49",67.84,12,81.33,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",34.7,3,19.5992482849045,33.14
"29","G.Chili","Winterfell","GC2","C","Winterfell","GC2_1",1,"","none","B3",1,"2.7",61.09,13.27,77.06,"Y",NA,NA,NA,NA,NA,"NO TUBER/AG?","C","Sterile","none",34.7,3,19.5992482849045,26.39
"30","G.Chili","Winterfell","GC2","C","Winterfell","GC2_2",1,"","none","B2",1,"3.92",28.91,13.1,45.93,"Y",NA,NA,NA,NA,NA,"NO TUBER","C","Sterile","none",34.7,3,19.5992482849045,-5.79
"31","G.Chili","Winterfell","GC2","C","Winterfell","GC2_3",1,"","none","C11",1,"2.2",40.83,14.79,57.82,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",34.7,3,19.5992482849045,6.13
"32","G.Chili","Winterfell","GC2","C","Winterfell","GC2_4",1,"","none","B4",1,"3.14",60.67,13.03,76.84,"Y",NA,NA,NA,NA,NA,"NO PLANT","C","Sterile","none",34.7,3,19.5992482849045,25.97
"33","Huagalina","Hancock","H1","A","Hancock","H1_4",1,"","none","G5",1,"2.81",22.01,12.23,37.05,"Y",NA,NA,NA,NA,NA,"","A","Sterile","none",35.2933333333333,3,4.28768132107682,-13.2833333333333
"34","Huagalina","Hancock","H1","A","Hancock","H1_5",1,"","none","G1",1,"2.63",42.51,11.75,56.89,"Y",NA,NA,NA,NA,NA,"","A","Sterile","none",35.2933333333333,3,4.28768132107682,7.21666666666666
"35","Huagalina","Hancock","H1","A","Hancock","H1_6",1,"","none","G4",1,"2.41",1.27,16.3,19.98,"Y",NA,NA,NA,NA,NA,"","A","Sterile","none",35.2933333333333,3,4.28768132107682,-34.0233333333333
"36","Huagalina","Sterile","H1","A","Sterile","H1_1",1,"","none","F9",1,"2.26",42.47,12.34,57.07,"Y",NA,NA,NA,NA,NA,"","A","Sterile","none",35.2933333333333,3,4.28768132107682,7.17666666666666
"37","Huagalina","Sterile","H1","A","Sterile","H1_2",1,"","none","G6",1,"3.74",35.77,12.24,51.75,"Y",NA,NA,NA,NA,NA,"","A","Sterile","none",35.2933333333333,3,4.28768132107682,0.476666666666667
"38","Huagalina","Sterile","H2","A","Sterile","H2_6",1,"","none","F6",1,"1.03",27.64,NA,28.67,"Y",NA,NA,NA,NA,NA,"","A","Sterile","none",35.2933333333333,3,4.28768132107682,-7.65333333333334
"39","Huagalina","Winterfell","H2","A","Winterfell","H2_1",1,"","none","G3",1,"1.87",27.74,15.63,45.24,"Y",NA,NA,NA,NA,NA,"","A","Sterile","none",35.2933333333333,3,4.28768132107682,-7.55333333333334
"40","Huagalina","Winterfell","H2","A","Winterfell","H2_3",1,"","none","",1,"4.38",40.67,17.08,62.13,"",NA,NA,NA,NA,NA,"","A","Sterile","none",35.2933333333333,3,4.28768132107682,5.37666666666667
"41","Huagalina","Winterfell","H2","A","Winterfell","H2_4",1,"","none","E10",1,"0.61",18.49,11.28,30.38,"Y",NA,NA,NA,NA,NA,"","A","Sterile","none",35.2933333333333,3,4.28768132107682,-16.8033333333333
"42","Huagalina","Winterfell","H2","A","Winterfell","H2_5",1,"","none","F10",1,"3.01",31.45,12.54,47,"Y",NA,NA,NA,NA,NA,"","A","Sterile","none",35.2933333333333,3,4.28768132107682,-3.84333333333334
"43","Norkodah","Hancock","N1","M","Hancock","N1_1",1,"","none","A5",1,"2.03",0,6.81,8.84,"Y",NA,NA,NA,NA,NA,"NO PLANT","M","Sterile","none",14.2066666666667,3,7.32113227429868,-14.2066666666667
"44","Norkodah","Hancock","N1","M","Hancock","N1_2",1,"","none","B8",1,"1.94",2,5.49,9.43,"Y",NA,NA,NA,NA,NA,"","M","Sterile","none",14.2066666666667,3,7.32113227429868,-12.2066666666667
"45","Norkodah","Hancock","N1","M","Hancock","N1_3",1,"","none","B6",1,"2.43",3.37,6.39,12.19,"Y",NA,NA,NA,NA,NA,"NO PLANT","M","Sterile","none",14.2066666666667,3,7.32113227429868,-10.8366666666667
"46","Norkodah","Hancock","N1","M","Hancock","N1_6",1,"","none","A10",1,"2.06",3.61,7.74,13.41,"Y",NA,NA,NA,NA,NA,"","M","Sterile","none",14.2066666666667,3,7.32113227429868,-10.5966666666667
"47","Norkodah","Sterile","N1","M","Sterile","N1_4",1,"","none","A10",1,"1.08",0,4.16,5.24,"Y",NA,NA,NA,NA,NA,"NO PLANT","M","Sterile","none",14.2066666666667,3,7.32113227429868,-14.2066666666667
"48","Norkodah","Sterile","N1","M","Sterile","N1_5",1,"","none","A2",1,"1.12",24.38,5.01,30.51,"Y",NA,NA,NA,NA,NA,"","M","Sterile","none",14.2066666666667,3,7.32113227429868,10.1733333333333
"49","Norkodah","Sterile","N2","M","Sterile","N2_2",1,"","none","B12",1,"1.24",18.24,NA,19.48,"Y",NA,NA,NA,NA,NA,"","M","Sterile","none",14.2066666666667,3,7.32113227429868,4.03333333333333
"50","Norkodah","Winterfell","N2","M","Winterfell","N2_3",1,"","none","C1",1,"1.05",2.77,5.57,9.39,"Y",NA,NA,NA,NA,NA,"","M","Sterile","none",14.2066666666667,3,7.32113227429868,-11.4366666666667
"51","Norkodah","Winterfell","N2","M","Winterfell","N2_4",1,"","none","A7",1,"1.22",12.07,10.08,23.37,"Y",NA,NA,NA,NA,NA,"NO TUBER","M","Sterile","none",14.2066666666667,3,7.32113227429868,-2.13666666666666
"52","Norkodah","Winterfell","N2","M","Winterfell","N2_5",1,"","none","B11",1,"1.6",9.92,8.02,19.54,"Y",NA,NA,NA,NA,NA,"","M","Sterile","none",14.2066666666667,3,7.32113227429868,-4.28666666666667
"53","Norkodah","Winterfell","N2","M","Winterfell","N2_6",1,"","none","B9",1,"1",4.53,7.55,13.08,"Y",NA,NA,NA,NA,NA,"","M","Sterile","none",14.2066666666667,3,7.32113227429868,-9.67666666666667
"54","Papa Cacho","Hancock","PC1","C","Hancock","PC1_1",1,"","none","E9",1,"15.11",0,20.45,35.56,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",31.86,3,16.2322179630511,-31.86
"55","Papa Cacho","Hancock","PC1","C","Hancock","PC1_2",1,"","none","E1",1,"15.68",21.53,21.99,59.2,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",31.86,3,16.2322179630511,-10.33
"56","Papa Cacho","Hancock","PC1","C","Hancock","PC1_5",1,"","none","D6",1,"9.39",45.11,17.95,72.45,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",31.86,3,16.2322179630511,13.25
"57","Papa Cacho","Hancock","PC1","C","Hancock","PC1_6",1,"","none","",1,"7.78",19.1,NA,26.88,"",NA,NA,NA,NA,NA,"","C","Sterile","none",31.86,3,16.2322179630511,-12.76
"58","Papa Cacho","Sterile","PC1","C","Sterile","PC1_3",1,"","none","E4",1,"8.77",42.39,12.06,63.22,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",31.86,3,16.2322179630511,10.53
"59","Papa Cacho","Sterile","PC1","C","Sterile","PC1_4",1,"","none","E8",1,"6.46",53.19,10.9,70.55,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",31.86,3,16.2322179630511,21.33
"60","Papa Cacho","Sterile","PC2","C","Sterile","PC2_2",1,"","none","",1,"4.44",0,NA,4.44,"",NA,NA,NA,NA,NA,"","C","Sterile","none",31.86,3,16.2322179630511,-31.86
"61","Papa Cacho","Winterfell","PC2","C","Winterfell","PC2_1",1,"","none","D4",1,"",0,17.65,17.65,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",31.86,3,16.2322179630511,-31.86
"62","Papa Cacho","Winterfell","PC2","C","Winterfell","PC2_3",1,"","none","D3",1,"5.14",42.42,17.68,65.24,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",31.86,3,16.2322179630511,10.56
"63","Papa Cacho","Winterfell","PC2","C","Winterfell","PC2_4",1,"","none","D7",1,"3.8",41.42,15.62,60.84,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",31.86,3,16.2322179630511,9.56
"64","Papa Cacho","Winterfell","PC2","C","Winterfell","PC2_5",1,"","none","D5",1,"",64.23,17.71,81.94,"Y",NA,NA,NA,NA,NA,"","C","Sterile","none",31.86,3,16.2322179630511,32.37
"65","Snowden","Hancock","S1","M","Hancock","S1_3",1,"","none","C7",1,"2.92",84.18,10.74,97.84,"Y",NA,NA,NA,NA,NA,"","M","Sterile","none",64.75,2,3.53,19.43
"66","Snowden","Hancock","S1","M","Hancock","S1_4",1,"","none","C3",1,"5.79",51.47,8.54,65.8,"Y",NA,NA,NA,NA,NA,"","M","Sterile","none",64.75,2,3.53,-13.28
"67","Snowden","Hancock","S1","M","Hancock","S1_5",1,"","none","C8",1,"1.5",78.99,12.65,93.14,"Y",NA,NA,NA,NA,NA,"NO TUBER","M","Sterile","none",64.75,2,3.53,14.24
"68","Snowden","Hancock","S1","M","Hancock","S1_6",1,"","none","C6",1,"1.35",68.22,8.93,78.5,"Y",NA,NA,NA,NA,NA,"NO TUBER","M","Sterile","none",64.75,2,3.53,3.47
"69","Snowden","Sterile","S1","M","Sterile","S1_1",1,"","none","C4",1,"",61.22,11.75,72.97,"Y",NA,NA,NA,NA,NA,"NO PLANT","M","Sterile","none",64.75,2,3.53,-3.53
"70","Snowden","Sterile","S2","M","Sterile","S2_4",1,"","none","C5",1,"1.91",68.28,11.06,81.25,"Y",NA,NA,NA,NA,NA,"","M","Sterile","none",64.75,2,3.53,3.53
"71","Snowden","Winterfell","S2","M","Winterfell","S2_1",1,"","none","C9",1,"",57.54,7.33,64.87,"Y",NA,NA,NA,NA,NA,"NO TUBER","M","Sterile","none",64.75,2,3.53,-7.21
"72","Snowden","Winterfell","S2","M","Winterfell","S2_3",1,"","none","C12",1,"2.32",61.93,12.07,76.32,"Y",NA,NA,NA,NA,NA,"NO TUBER","M","Sterile","none",64.75,2,3.53,-2.82
"73","Snowden","Winterfell","S2","M","Winterfell","S2_5",1,"","none","",1,"3.2",85.45,11.1,99.75,"",NA,NA,NA,NA,NA,"NO PLANT","M","Sterile","none",64.75,2,3.53,20.7
"74","Snowden","Winterfell","S2","M","Winterfell","S2_6",1,"","none","C2",1,"",46.57,12.94,59.51,"Y",NA,NA,NA,NA,NA,"NO PLANT","M","Sterile","none",64.75,2,3.53,-18.18
"75","Wac 5","Hancock","W1","A","Hancock","W1_2",1,"","none","?",1,"",5.53,12.08,17.61,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"76","Wac 5","Hancock","W1","A","Hancock","W1_4",1,"","none","?",1,"",4.43,12.15,16.58,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"77","Wac 5","Hancock","W1","A","Hancock","W1_6",1,"","none","?",1,"",42.38,NA,42.38,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"78","Wac 5","Winterfell","W2","A","Winterfell","W2_2",1,"","none","A11",1,"7.55",21.47,11.88,40.9,"Y",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"79","Wac 5","Winterfell","W2","A","Winterfell","W2_3",1,"","none","A12",1,"11.46",13.69,12.18,37.33,"Y",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"80","Wac 5","Winterfell","W2","A","Winterfell","W2_5",1,"","none","A4",1,"2.92;9.46",27.75,12.91,40.66,"Y",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"81","Wac 5","Winterfell","W2","A","Winterfell","W2_6",1,"","none","A3",1,"2.92;3.18",1.78,13.13,14.91,"Y",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"82","Wac 663","Hancock","WA1","A","Hancock","WA1_2",1,"","none","B5",1,"1.05",3.07,10.92,15.04,"Y",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"83","Wac 663","Hancock","WA1","A","Hancock","WA1_4",1,"","none","B10",1,"",4.43,NA,4.43,"Y",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"84","Wac 663","Hancock","WA1","A","Hancock","WA1_6",1,"","none","D9",1,"1.8",14.78,15.1,31.68,"Y",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"85","Wac 663","Winterfell","WA2","A","Winterfell","WA2_2",1,"","none","D2",1,"4.9",2.69,14.55,22.14,"Y",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"86","Burbank","Hancock","B1","M","B1_1","B1_4",2,"B1_N","N","A4",1,"0.66",29.18,4.09,33.93,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.935,4,7.41567540192171,-16.755
"87","Burbank","Hancock","B1","M","B1_1","B1_7",2,"B1_N","N","A7",1,"0.22",36.63,1.17,38.02,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.935,4,7.41567540192171,-9.305
"88","Burbank","Hancock","B1","M","B1_1","B1_9",2,"B1_N","N","A9",1,"0.18",52.8,2.18,55.16,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.935,4,7.41567540192171,6.86499999999999
"89","Burbank","Hancock","B1","M","B1_1","B1_1",2,"B1_N","N","A1",1,"0.48",57.47,2.98,60.93,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.935,4,7.41567540192171,11.535
"90","Burbank","Hancock","B1","M","B1_6","B1_8",2,"","P","A8",1,"0.3",46.88,2.3,49.48,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.935,4,7.41567540192171,0.945
"91","Burbank","Hancock","B1","M","B1_6","B1_2",2,"","P","A2",1,"0.44",55.72,1.67,57.83,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.935,4,7.41567540192171,9.785
"92","Burbank","Hancock","B1","M","B1_6","B1_6",2,"","P","A6",1,"0.33",60.47,2.94,63.74,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.935,4,7.41567540192171,14.535
"93","Burbank","Hancock","B1","M","B1_6","B1_5",2,"","P","A5",1,"0.66",70.95,2.7,74.31,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.935,4,7.41567540192171,25.015
"94","Burbank","Sterile","B1","M","Sterile","B1_3",2,"","S","A3",1,"0.28",34.11,3.74,38.13,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.935,4,7.41567540192171,-11.825
"95","Burbank","Sterile","B1","M","Sterile","B1_10",2,"","S","A10",1,"0.24",45.04,4.06,49.34,"",NA,NA,NA,NA,NA,"","M","Sterile","S",45.935,4,7.41567540192171,-0.895000000000003
"96","Cor.C 95","Hancock","CC1","C","CC1_4","CC1_3",2,"","N","A3",1,"5.11",7.66,7.4,20.17,"",NA,NA,NA,NA,NA,"","C","Sterile","S",50.3133333333333,3,6.93632307334208,-42.6533333333333
"97","Cor.C 95","Hancock","CC1","C","CC1_4","CC1_2",2,"","N","A2",1,"2.29",9.3,5.93,17.52,"",NA,NA,NA,NA,NA,"","C","Sterile","S",50.3133333333333,3,6.93632307334208,-41.0133333333333
"98","Cor.C 95","Hancock","CC1","C","CC1_4","CC1_6",2,"","N","A6",1,"3.38",9.39,3.61,16.38,"",NA,NA,NA,NA,NA,"","C","Sterile","S",50.3133333333333,3,6.93632307334208,-40.9233333333333
"99","Cor.C 95","Hancock","CC1","C","CC1_4","CC1_1",2,"","N","A1",1,"4.79",16.69,5.76,27.24,"",NA,NA,NA,NA,NA,"","C","Sterile","S",50.3133333333333,3,6.93632307334208,-33.6233333333333
"100","Cor.C 95","Hancock","CC1","C","CC1_1","CC1_5",2,"","P","A5",1,"3.01",26.75,4.57,34.33,"",NA,NA,NA,NA,NA,"","C","Sterile","S",50.3133333333333,3,6.93632307334208,-23.5633333333333
"101","Cor.C 95","Hancock","CC1","C","CC1_1","CC1_8",2,"","P","A8",1,"2.5",30.3,4.42,37.22,"",NA,NA,NA,NA,NA,"","C","Sterile","S",50.3133333333333,3,6.93632307334208,-20.0133333333333
"102","Cor.C 95","Hancock","CC1","C","CC1_1","CC1_4",2,"","P","A4",1,"2.62",31.6,4.68,38.9,"",NA,NA,NA,NA,NA,"","C","Sterile","S",50.3133333333333,3,6.93632307334208,-18.7133333333333
"103","Cor.C 95","Hancock","CC1","C","CC1_1","CC1_9",2,"","P","A9",1,"3.42",32.28,4.22,39.92,"",NA,NA,NA,NA,NA,"","C","Sterile","S",50.3133333333333,3,6.93632307334208,-18.0333333333333
"104","Cor.C 95","Sterile","CC1","C","Sterile","CC1_7",2,"","S","A7",1,"3.05",37.4,3.52,43.97,"",NA,NA,NA,NA,NA,"","C","Sterile","S",50.3133333333333,3,6.93632307334208,-12.9133333333333
"105","Cor.C 95","Sterile","CC1","C","Sterile","CC1_10",2,"","S","A10",1,"5.11",61.16,5.16,71.43,"",NA,NA,NA,NA,NA,"","C","Sterile","S",50.3133333333333,3,6.93632307334208,10.8466666666667
"106","G.Chili","Hancock","GC1","C","GC1_4","GC1_1",2,"","N","H1",1,"1.02",49.7,2.8,53.52,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,-6.09
"107","G.Chili","Hancock","GC1","C","GC1_4","GC1_2",2,"","N","H2",1,"0.6",50.32,3.38,54.3,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,-5.47
"108","G.Chili","Hancock","GC1","C","GC1_4","GC1_8",2,"","N","H8",1,"0.96",59.24,3.29,63.49,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,3.45
"109","G.Chili","Hancock","GC1","C","GC1_4","GC1_6",2,"","N","H6",1,"1.19",65.3,3.22,69.71,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,9.51
"110","G.Chili","Hancock","GC1","C","GC1_3","GC1_9",2,"","P","H9",1,"0.9",46.81,1.74,49.45,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,-8.98
"111","G.Chili","Hancock","GC1","C","GC1_3","GC1_4",2,"","P","H4",1,"0.7",49.69,2.91,53.3,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,-6.1
"112","G.Chili","Hancock","GC1","C","GC1_3","GC1_7",2,"","P","H7",1,"0.8",62.65,2.09,65.54,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,6.86
"113","G.Chili","Hancock","GC1","C","GC1_3","GC1_3",2,"","P","H3",1,"0.62",63.6,2.87,67.09,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,7.81
"114","G.Chili","Sterile","GC1","C","Sterile","GC1_10",2,"","S","H10",1,"0.44",46.68,1.59,48.71,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,-9.11
"115","G.Chili","Sterile","GC1","C","Sterile","GC1_5",2,"","S","H5",1,"0.68",56.83,2.41,59.92,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,1.04
"116","G.Chili","Sterile","GC2","C","Sterile","GC2_10",2,"","S","G10",1,"0.33",57.75,3.1,61.18,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,1.96
"117","G.Chili","Sterile","GC2","C","Sterile","GC2_3",2,"","S","G3",1,"0.58",61.9,3.64,66.12,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,6.11
"118","G.Chili","Winterfell","GC2","C","GC2_2","GC2_8",2,"","N","G8",1,"0.87",51.48,4.59,56.94,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,-4.31
"119","G.Chili","Winterfell","GC2","C","GC2_2","GC2_1",2,"","N","G1",1,"0.69",55.71,2.45,58.85,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,-0.0799999999999983
"120","G.Chili","Winterfell","GC2","C","GC2_2","GC2_4",2,"","N","G4",1,"0.63",69.22,2.83,72.68,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,13.43
"121","G.Chili","Winterfell","GC2","C","GC2_2","GC2_5",2,"","N","G5",1,"0.64",72.29,3.76,76.69,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,16.5
"122","G.Chili","Winterfell","GC2","C","GC2_1","GC2_6",2,"","P","G6",1,"0.35",43.5,2.55,46.4,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,-12.29
"123","G.Chili","Winterfell","GC2","C","GC2_1","GC2_9",2,"","P","G9",1,"0.97",45.47,5.29,51.73,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,-10.32
"124","G.Chili","Winterfell","GC2","C","GC2_1","GC2_2",2,"","P","G2",1,"0.28",46.71,1.93,48.92,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,-9.08
"125","G.Chili","Winterfell","GC2","C","GC2_1","GC2_7",2,"","P","G7",1,"0.61",59.86,4.21,64.68,"",NA,NA,NA,NA,NA,"","C","Sterile","S",55.79,4,3.23067846331592,4.07
"126","Huagalina","Hancock","H1","A","H1_6","H1_4",2,"","N","B4",1,"2.22",0.09,5.09,7.4,"",NA,NA,NA,NA,NA,"","A","Sterile","S",2.5325,4,1.47172447036348,-2.4425
"127","Huagalina","Hancock","H1","A","H1_6","H1_10",2,"","N","B10",1,"1.36",3.51,3.41,8.28,"",NA,NA,NA,NA,NA,"","A","Sterile","S",2.5325,4,1.47172447036348,0.9775
"128","Huagalina","Hancock","H1","A","H1_6","H1_8",2,"","N","B8",1,"2.86",0,4.87,7.73,"",NA,NA,NA,NA,NA,"","A","Sterile","S",2.5325,4,1.47172447036348,-2.5325
"129","Huagalina","Hancock","H1","A","H1_5","H1_1",2,"","P","B1",1,"2.75",0.82,3.78,7.35,"",NA,NA,NA,NA,NA,"","A","Sterile","S",2.5325,4,1.47172447036348,-1.7125
